Sample ID,Location description,Collection Date/Time,!OBS_BARTON_PND,AMMONIA,COND_FIELD,DO_FIELD,DPTH_MSRMNT_TKN,ECOLI_MPN,ENTERO_MPN,NITRATE,NITRITE PH,PH_FIELD,PHOS_META,PHOS_ORTHO,PHOS_TOTAL,SECCI_DEPTH,TEMP_C_FIELD,TOTAL_COLI_MPN,TSS,UV254
AF89240,Barton Pond Site 3,8/13/2019 11:33,Overcast. Calm., <0.10,,,,44.3,17.8,0.2,6.18142,,,0.0111,0.0362,5,,>2419.6,12,0.2697
AF89241,Barton Pond Site 3,8/13/2019 11:33,,,788,6.51,Surface,,,,,8.17,,,,,25.06,,,
AF89242,Barton Pond Site 3,8/13/2019 11:33,,,788,6.35,3 feet,,,,,8.15,,,,,25.01,,,
AF89243,Barton Pond Site 3,8/13/2019 11:33,,,789,6.22,6 feet,,,,,8.11,,,,,24.96,,,
AF89309,Barton Pond Site 1,8/13/2019 10:19,,,807,4.92,24 feet,,,,,7.84,,,,,23.41,,,
AF89310,Barton Pond Site 2,8/13/2019 11:03,,,802,0.63,24 feet,,,,,7.56,,,,,23.04,,,
AF89311,Barton Pond Site 3,8/13/2019 11:33,,,789,6.2,9 feet,,,,,8.1,,,,,24.95,,,
AG01027,Barton Pond Site 1,9/25/2019 9:40,,,774,6.25,0,,,,,7.38,,,,,21.47,,,
AG01028,Barton Pond Site 1,9/25/2019 9:41,,,781,6.37,3,,,,,7.45,,,,,21.48,,,
AG01029,Barton Pond Site 1,9/25/2019 9:42,,,779,6.62,6,,,,,7.57,,,,,21.34,,,
AG01030,Barton Pond Site 1,9/25/2019 9:43,,,777,6.47,9,,,,,7.79,,,,,21.25,,,
AG01031,Barton Pond Site 1,9/25/2019 9:44,,,777,6.92,12,,,,,8.05,,,,,21.12,,,
AG01032,Barton Pond Site 1,9/25/2019 9:45,,,777,7.07,15,,,,,8.16,,,,,21.09,,,
AG01033,Barton Pond Site 1,9/25/2019 9:46,,,777,7.45,18,,,,,8.22,,,,,21.08,,,
AG01034,Barton Pond Site 1,9/25/2019 9:47,,,777,7.21,21,,,,,8.23,,,,,21.08,,,
AG01035,Barton Pond Site 1,9/25/2019 9:48,,,776,7.32,24,,,,,8.23,,,,,21.07,,,
AG01036,Barton Pond Site 1,9/25/2019 9:49,"slightly overcast, calm", <0.10,,,composite,22.6,12.4,0.3,2.82751,,,0.0047,0.0285,7.17,,>2419.6,3.2,0.2079
AG01037,Barton Pond Site 2,9/25/2019 10:04,,,778,7.07,0,,,,,8.23,,,,,21.49,,,
AG01038,Barton Pond Site 2,9/25/2019 10:05,,,778,7.48,3,,,,,8.23,,,,,21.5,,,
AG01039,Barton Pond Site 2,9/25/2019 10:06,,,778,7.55,6,,,,,8.22,,,,,21.49,,,
AG01040,Barton Pond Site 2,9/25/2019 10:07,,,778,7.46,9,,,,,8.15,,,,,21.29,,,
AG01041,Barton Pond Site 2,9/25/2019 10:08,,,777,7.59,12,,,,,8.14,,,,,21.18,,,
AG01042,Barton Pond Site 2,9/25/2019 10:09,,,778,8.02,15,,,,,8.2,,,,,21.04,,,
AG01043,Barton Pond Site 2,9/25/2019 10:10,,,778,8.39,18,,,,,8.14,,,,,21.03,,,
AG01044,Barton Pond Site 2,9/25/2019 10:11,"slightly overcast, slightly windy", <0.10,,,composite,17.3,4.2,0.3,2.98089,,,0.003,0.0311,7,,1299.7,2.4,0.2077
AG01045,Barton Pond Site 3,9/25/2019 10:24,,,781,6.83,0,,,,,8.14,,,,,20.74,,,
AG01046,Barton Pond Site 3,9/25/2019 10:25,,,782,6.91,3,,,,,8.12,,,,,20.7,,,
AG01047,Barton Pond Site 3,9/25/2019 10:26,,,783,7.01,6,,,,,8.09,,,,,20.7,,,
AG01048,Barton Pond Site 3,9/25/2019 10:27,"overcast, slightly windy", <0.10,,,composite,34.5,73.8,0.3,2.33158,,,0.0038,0.0376,6.08,,>2419.6,3.2,0.2062
AH60092,Barton Pond Site 1,4/27/2021 11:51,Light Breeze. Hazy Sky. Warm.,0.0246,,,,6.2,8.7,0.5,<10,,,<0.05,<0.05,6.5,,344.8,2,0.1863
AH60093,Barton Pond Site 1,4/27/2021 11:51,,,817,6.32,Surface,,,,,8.35,,,,,11.28,,,
AH60094,Barton Pond Site 1,4/27/2021 11:51,,,818,6.24,3 feet,,,,,8.35,,,,,11.28,,,
AH60095,Barton Pond Site 1,4/27/2021 11:51,,,818,6.26,6 feet,,,,,8.34,,,,,11.26,,,
AH60096,Barton Pond Site 1,4/27/2021 11:51,,,819,6.18,9 feet,,,,,8.34,,,,,11.22,,,
AH60097,Barton Pond Site 1,4/27/2021 11:51,,,820,6.24,12 feet,,,,,8.33,,,,,11.24,,,
AH60098,Barton Pond Site 1,4/27/2021 11:51,,,820,6.12,15 feet,,,,,8.34,,,,,11.2,,,
AH60099,Barton Pond Site 1,4/27/2021 11:51,,,821,6.22,18 feet,,,,,8.33,,,,,11.18,,,
AH60100,Barton Pond Site 1,4/27/2021 11:51,,,821,6.21,21 feet,,,,,8.32,,,,,11.17,,,
AH60101,Barton Pond Site 2,4/27/2021 10:33,Light Breeze. Hazy Sky. Warm.,0.0221,,,,3.1,7.5,0.5,<10,,,<0.05,<0.05,6.42,,261.3,3.2,0.1871
AH60102,Barton Pond Site 2,4/27/2021 10:33,,,819,6.47,Surface,,,,,8.72,,,,,11.77,,,
AH60103,Barton Pond Site 2,4/27/2021 10:33,,,825,6.35,3 feet,,,,,8.62,,,,,11.35,,,
AH60104,Barton Pond Site 2,4/27/2021 10:33,,,826,6.49,6 feet,,,,,8.66,,,,,11.24,,,
AH60105,Barton Pond Site 2,4/27/2021 10:33,,,826,6.66,9 feet,,,,,8.62,,,,,11.24,,,
AH60106,Barton Pond Site 2,4/27/2021 10:33,,,827,6.33,12 feet,,,,,8.64,,,,,11.18,,,
AH60107,Barton Pond Site 2,4/27/2021 10:33,,,826,6.07,15 feet,,,,,8.62,,,,,11.19,,,
AH60108,Barton Pond Site 2,4/27/2021 10:33,,,827,6.39,18 feet,,,,,8.6,,,,,11.04,,,
AH60110,Barton Pond Site 3,4/27/2021 11:05,Light Breeze. Hazy Sky. Warm.,0.0224,,,,19.9,8.7,0.5,<10,,,<0.05,<0.05,7,,547.5,2.4,0.1877
AH60111,Barton Pond Site 3,4/27/2021 11:05,,,834,5.77,Surface,,,,,8.16,,,,,11.36,,,
AH60112,Barton Pond Site 3,4/27/2021 11:05,,,834,5.53,3 feet,,,,,8.25,,,,,11.18,,,
AH60113,Barton Pond Site 3,4/27/2021 11:05,,,833,5.33,6 feet,,,,,8.26,,,,,11.03,,,
AH60201,Barton Pond Site 1,4/27/2021 11:51,,,822,6.26,24 feet,,,,,8.32,,,,,11.17,,,
AH60202,Barton Pond Site 3,4/27/2021 11:05,,,832,5.02,9 feet,,,,,8.26,,,,,11.06,,,
AH64726,"Barton Pond Site 2 Composite Depths (20"" Pipe Intake)",5/12/2021 11:01,"Sunny, cool, breezy",0.0348,,,,5.1,<1,0.3,<10,,,<0.05,<0.05,10,,410.6,2,0.191
AH64727,"Barton Pond Site 1 Composite Depths (36"" Pipe Intake)",5/12/2021 10:11,"Sunny, cool, breezy",0.0492,,,,11,3.1,0.4,<10,,,<0.05,<0.05,8.33,,461.1,2.8,0.1923
AH64728,Barton Pond Site 2 Surface,5/12/2021 11:01,,,825,6.46,,,,,,8.17,,,,,12.35,,,
AH64729,Barton Pond Site 2 - Depth: 9 Ft,5/12/2021 11:01,,,824,6.6,,,,,,8.16,,,,,12.12,,,
AH64730,Barton Pond Site 2 - Depth: 6 Ft,5/12/2021 11:01,,,824,6.44,,,,,,8.15,,,,,12.16,,,
AH64731,Barton Pond Site 2 - Depth: 3 Ft,5/12/2021 11:01,,,825,6.45,,,,,,8.15,,,,,12.32,,,
AH64732,Barton Pond Site 2 - Depth: 21 Ft,5/12/2021 11:01,,,825,6.25,,,,,,8.17,,,,,11.87,,,
AH64733,Barton Pond Site 2 - Depth: 18 Ft,5/12/2021 11:01,,,826,6.48,,,,,,8.18,,,,,11.89,,,
AH64734,Barton Pond Site 2 - Depth: 15 Ft,5/12/2021 11:01,,,826,6.63,,,,,,8.17,,,,,11.97,,,
AH64735,Barton Pond Site 2 - Depth: 12 Ft,5/12/2021 11:01,,,825,6.49,,,,,,8.17,,,,,12.04,,,
AH64736,Barton Pond Site 1 Surface,5/12/2021 10:11,,,825,6.22,,,,,,8.16,,,,,12.3,,,
AH64737,Barton Pond Site 1 - Depth: 9 Ft,5/12/2021 10:11,,,824,6.36,,,,,,8.17,,,,,12.13,,,
AH64738,Barton Pond Site 1 - Depth: 6 Ft,5/12/2021 10:11,,,824,6.24,,,,,,8.17,,,,,12.05,,,
AH64739,Barton Pond Site 1 - Depth: 3 Ft,5/12/2021 10:11,,,825,6.32,,,,,,8.17,,,,,12.14,,,
AH64740,Barton Pond Site 1 - Depth: 24 Ft,5/12/2021 10:11,,,824,6.38,,,,,,8.16,,,,,11.96,,,
AH64741,Barton Pond Site 1 - Depth: 21 Ft,5/12/2021 10:11,,,824,6.55,,,,,,8.17,,,,,11.98,,,
AH64742,Barton Pond Site 1 - Depth: 18 Ft,5/12/2021 10:11,,,824,6.31,,,,,,8.17,,,,,12.08,,,
AH64743,Barton Pond Site 1 - Depth: 15 Ft,5/12/2021 10:11,,,825,6.19,,,,,,8.17,,,,,12.1,,,
AH64744,Barton Pond Site 1 - Depth: 12 Ft,5/12/2021 10:11,,,825,6,,,,,,8.17,,,,,12.17,,,
AH68581,Barton Pond Site 3 Composite Depths (HuronRiver//BartonPond),5/25/2021 11:24,"Overcast, hot, slight breeze",0.106,,,,,,0.3,11.00846,,,<0.05,<0.05,5.25,,,3.4,0.1809
AH68582,"Barton Pond Site 2 Composite Depths (20"" Pipe Intake)",5/25/2021 10:40,"Overcast, hot, slight breeze",0.0692,,,,,,0.2,<10,,,<0.05,<0.05,6.167,,,3.2,0.1691
AH68583,"Barton Pond Site 1 Composite Depths (36"" Pipe Intake)",5/25/2021 10:08,"Overcast, hot, slight breeze",0.0946,,,,,,0.2,<10,,,<0.05,<0.05,6,,,2.2,0.1694
AH68584,Barton Pond Site 3 Surface,5/25/2021 11:24,,,847,3.21,,17.1,8.7,,,7.95,,,,,23.88,1299.7,,
AH68585,Barton Pond Site 3 - Depth: 9 Ft,5/25/2021 11:24,,,862,2.88,,,,,,7.78,,,,,22.55,,,
AH68586,Barton Pond Site 3 - Depth: 6 Ft,5/25/2021 11:24,,,869,2.87,,,,,,7.85,,,,,23.04,,,
AH68587,Barton Pond Site 3 - Depth: 3 Ft,5/25/2021 11:24,,,873,2.93,,,,,,7.9,,,,,23.32,,,
AH68588,Barton Pond Site 2 Surface,5/25/2021 10:40,,,856,4.24,,3.1,,,,8.13,,,,,23.69,307.6,,
AH68589,Barton Pond Site 2 - Depth: 9 Ft,5/25/2021 10:40,,,863,3.37,,,,,,7.87,,,,,21.77,,,
AH68590,Barton Pond Site 2 - Depth: 6 Ft,5/25/2021 10:40,,,860,3.81,,,,,,7.97,,,,,22.77,,,
AH68591,Barton Pond Site 2 - Depth: 3 Ft,5/25/2021 10:40,,,856,4.26,,,,,,8.12,,,,,23.57,,,
AH68592,Barton Pond Site 2 - Depth: 21 Ft,5/25/2021 10:40,,,847,0.25,,,,,,7.51,,,,,15.66,,,
AH68593,Barton Pond Site 2 - Depth: 18 Ft,5/25/2021 10:40,,,847,3.7,,,,,,7.8,,,,,17.44,,,
AH68594,Barton Pond Site 2 - Depth: 15 Ft,5/25/2021 10:40,,,847,4.4,,,,,,7.97,,,,,18.22,,,
AH68595,Barton Pond Site 2 - Depth: 12 Ft,5/25/2021 10:40,,,850,4.08,,,,,,7.92,,,,,20,,,
AH68596,Barton Pond Site 1 Surface,5/25/2021 10:08,,,854,3.6,,3.1,8.7,,,8.3,,,,,23.5,648.8,,
AH68597,Barton Pond Site 1 - Depth: 9 Ft,5/25/2021 10:08,,,871,2.47,,,,,,7.9,,,,,21.67,,,
AH68598,Barton Pond Site 1 - Depth: 6 Ft,5/25/2021 10:08,,,864,2.85,,,,,,8.1,,,,,22.56,,,
AH68599,Barton Pond Site 1 - Depth: 3 Ft,5/25/2021 10:08,,,856,3.35,,,,,,8.26,,,,,23.39,,,
AH68600,Barton Pond Site 1 - Depth: 24 Ft,5/25/2021 10:08,,,850,2.6,,,,,,7.78,,,,,16.84,,,
AH68601,Barton Pond Site 1 - Depth: 21 Ft,5/25/2021 10:08,,,846,3.26,,,,,,7.89,,,,,17.31,,,
AH68602,Barton Pond Site 1 - Depth: 18 Ft,5/25/2021 10:08,,,844,3.97,,,,,,7.97,,,,,17.68,,,
AH68603,Barton Pond Site 1 - Depth: 15 Ft,5/25/2021 10:08,,,851,4.62,,,,,,8.16,,,,,18.23,,,
AH68604,Barton Pond Site 1 - Depth: 12 Ft,5/25/2021 10:08,,,856,3.15,,,,,,7.95,,,,,20.28,,,
AH73009,Barton Pond Site 3 Composite Depths (HuronRiver//BartonPond),6/9/2021 10:32,"Sunny, hot, small bloom, green algae, white blobs",0.0881,,,,,,0.5,14.85654,,,<0.05,<0.05,5.916667,,,8.4,0.1746
AH73010,"Barton Pond Site 2 Composite Depths (20"" Pipe Intake)",6/9/2021 9:50,"Sunny, hot, small bloom, green algae, white blobs",0.0783,,,,,,0.4,12.97799,,,<0.05,<0.05,6.416667,,,5,0.1711
AH73011,"Barton Pond Site 1 Composite Depths (36"" Pipe Intake)",6/9/2021 9:07,"Sunny, hot, small bloom, green algae, white blobs",0.0765,,,,,,0.5,12.97264,,,<0.05,<0.05,7.333333,,,3.8,0.1709
AH73012,Barton Pond Site 3 Surface,6/9/2021 10:32,,,848,3.88,,10.9,7.5,,,7.87,,,,,25.53,613.1,,
AH73013,Barton Pond Site 3 - Depth: 6 Ft,6/9/2021 10:32,,,850,3.27,,,,,,7.77,,,,,24.74,,,
AH73014,Barton Pond Site 3 - Depth: 3 Ft,6/9/2021 10:32,,,849,3.48,,,,,,7.82,,,,,24.93,,,
AH73015,Barton Pond Site 2 Surface,6/9/2021 9:50,,,852,4.61,,4.1,2,,,8.06,,,,,26.12,248.9,,
AH73016,Barton Pond Site 2 - Depth: 9 Ft,6/9/2021 9:50,,,860,3.2,,,,,,7.71,,,,,24.48,,,
AH73017,Barton Pond Site 2 - Depth: 6 Ft,6/9/2021 9:50,,,857,3.81,,,,,,7.82,,,,,25.11,,,
AH73018,Barton Pond Site 2 - Depth: 3 Ft,6/9/2021 9:50,,,851,4.36,,,,,,8.05,,,,,25.73,,,
AH73019,Barton Pond Site 2 - Depth: 18 Ft,6/9/2021 9:50,,,863,2.02,,,,,,7.51,,,,,22.95,,,
AH73020,Barton Pond Site 2 - Depth: 15 Ft,6/9/2021 9:50,,,862,2.58,,,,,,7.63,,,,,23.76,,,
AH73021,Barton Pond Site 2 - Depth: 12 Ft,6/9/2021 9:50,,,860,3.08,,,,,,7.67,,,,,24.1,,,
AH73022,Barton Pond Site 1 Surface,6/9/2021 9:07,,,848,4.08,,1,3.1,,,7.83,,,,,25.72,648.8,,
AH73023,Barton Pond Site 1 - Depth: 9 Ft,6/9/2021 9:07,,,863,2.63,,,,,,7.68,,,,,24.1,,,
AH73024,Barton Pond Site 1 - Depth: 6 Ft,6/9/2021 9:07,,,861,3.12,,,,,,7.68,,,,,24.7,,,
AH73025,Barton Pond Site 1 - Depth: 3 Ft,6/9/2021 9:07,,,858,3.33,,,,,,7.77,,,,,24.97,,,
AH73026,Barton Pond Site 1 - Depth: 24 Ft,6/9/2021 9:07,,,862,2.64,,,,,,7.64,,,,,23.83,,,
AH73027,Barton Pond Site 1 - Depth: 21 Ft,6/9/2021 9:07,,,862,2.58,,,,,,7.65,,,,,23.83,,,
AH73028,Barton Pond Site 1 - Depth: 18 Ft,6/9/2021 9:07,,,862,2.52,,,,,,7.65,,,,,23.83,,,
AH73029,Barton Pond Site 1 - Depth: 15 Ft,6/9/2021 9:07,,,862,2.67,,,,,,7.65,,,,,23.83,,,
AH73030,Barton Pond Site 1 - Depth: 12 Ft,6/9/2021 9:07,,,862,2.67,,,,,,7.65,,,,,23.85,,,
AH76405,Barton Pond Site 3 Composite Depths (HuronRiver//BartonPond),6/21/2021 12:09,"Warm, Windy, Choppy water, Partly sunny",0.0763,,,,275.5,>200.5,0.4,11.75774,,,<0.05,<0.05,4.33,,>2419.6,5.6,0.1632
AH76406,"Barton Pond Site 2 Composite Depths (20"" Pipe Intake)",6/21/2021 11:36,"Warm, Windy, Choppy water, Partly sunny",0.0353,,,,9.6,15,0.3,12.77462,,,<0.05,<0.05,5.83,,1046.2,2.4,0.1605
AH76407,"Barton Pond Site 1 Composite Depths (36"" Pipe Intake)",6/21/2021 10:54,"Warm, Windy, Choppy water, Partly sunny",0.0572,,,,13.4,25.4,0.3,13.1332,,,<0.05,<0.05,5.92,,866.4,2.2,0.1617
AH76408,Barton Pond Site 3 Surface,6/21/2021 12:09,,,844,3.14,,,,,,7.88,,,,,24.35,,,
AH76409,Barton Pond Site 3 - Depth: 6 Ft,6/21/2021 12:09,,,843,2.91,,,,,,7.94,,,,,24.26,,,
AH76410,Barton Pond Site 3 - Depth: 3 Ft,6/21/2021 12:09,,,841,3.09,,,,,,7.95,,,,,24.33,,,
AH76411,Barton Pond Site 2 Surface,6/21/2021 11:36,,,834,4.44,,,,,,8.17,,,,,24.62,,,
AH76412,Barton Pond Site 2 - Depth: 9 Ft,6/21/2021 11:36,,,834,4.35,,,,,,8.16,,,,,24.55,,,
AH76413,Barton Pond Site 2 - Depth: 6 Ft,6/21/2021 11:36,,,834,4.43,,,,,,8.17,,,,,24.59,,,
AH76414,Barton Pond Site 2 - Depth: 3 Ft,6/21/2021 11:36,,,834,4.41,,,,,,8.17,,,,,24.62,,,
AH76415,Barton Pond Site 2 - Depth: 18 Ft,6/21/2021 11:36,,,851,2.72,,,,,,7.71,,,,,23.14,,,
AH76416,Barton Pond Site 2 - Depth: 15 Ft,6/21/2021 11:36,,,852,3.01,,,,,,7.77,,,,,23.47,,,
AH76417,Barton Pond Site 2 - Depth: 12 Ft,6/21/2021 11:36,,,836,4.33,,,,,,8.14,,,,,24.48,,,
AH76418,Barton Pond Site 1 Surface,6/21/2021 10:54,,,836,4.18,,,,,,8.11,,,,,24.46,,,
AH76419,Barton Pond Site 1 - Depth: 9 Ft,6/21/2021 10:54,,,837,4.21,,,,,,8.12,,,,,24.46,,,
AH76420,Barton Pond Site 1 - Depth: 6 Ft,6/21/2021 10:54,,,836,4.26,,,,,,8.14,,,,,24.47,,,
AH76421,Barton Pond Site 1 - Depth: 3 Ft,6/21/2021 10:54,,,837,4.35,,,,,,8.16,,,,,24.47,,,
AH76422,Barton Pond Site 1 - Depth: 24 Ft,6/21/2021 10:54,,,853,2.51,,,,,,7.7,,,,,23.13,,,
AH76423,Barton Pond Site 1 - Depth: 21 Ft,6/21/2021 10:54,,,853,2.61,,,,,,7.71,,,,,23.16,,,
AH76424,Barton Pond Site 1 - Depth: 18 Ft,6/21/2021 10:54,,,853,2.63,,,,,,7.72,,,,,23.18,,,
AH76425,Barton Pond Site 1 - Depth: 15 Ft,6/21/2021 10:54,,,852,2.73,,,,,,7.75,,,,,23.63,,,
AH76426,Barton Pond Site 1 - Depth: 12 Ft,6/21/2021 10:54,,,850,2.96,,,,,,7.81,,,,,23.75,,,
AH80942,Barton Pond Site 3 Composite Depths (HuronRiver//BartonPond),7/7/2021 10:47,"Very hot, clouds coming, no breeze",0.058,,,,40.4,>200.5,0.5,11.84872,,,<0.05,<0.05,4.5,,>2419.6,6.2,0.2597
AH80943,"Barton Pond Site 2 Composite Depths (20"" Pipe Intake)",7/7/2021 11:07,"Very hot, clouds coming, no breeze",0.0569,,,,12.2,20.7,0.5,14.46049,,,<0.05,<0.05,4.8333,,1553.1,3.6,0.2454
AH80944,"Barton Pond Site 1 Composite Depths (36"" Pipe Intake)",7/7/2021 11:44,"Very hot, clouds coming, no breeze",0.0499,,,,26.2,45.3,0.5,12.46955,,,<0.05,<0.05,4,,2419.6,3.2,0.2436
AH80945,Barton Pond Site 3 Surface,7/7/2021 10:47,,,792,3.72,,,,,,7.87,,,,,26.85,,,
AH80946,Barton Pond Site 3 - Depth: 6 Ft,7/7/2021 10:47,,,795,3.15,,,,,,7.85,,,,,25.99,,,
AH80947,Barton Pond Site 3 - Depth: 3 Ft,7/7/2021 10:47,,,794,3.17,,,,,,7.86,,,,,26.18,,,
AH80948,Barton Pond Site 2 Surface,7/7/2021 11:07,,,794,4.07,,,,,,7.96,,,,,27.46,,,
AH80949,Barton Pond Site 2 - Depth: 9 Ft,7/7/2021 11:07,,,792,3.68,,,,,,7.89,,,,,26.88,,,
AH80950,Barton Pond Site 2 - Depth: 6 Ft,7/7/2021 11:07,,,793,3.78,,,,,,7.96,,,,,27.12,,,
AH80951,Barton Pond Site 2 - Depth: 3 Ft,7/7/2021 11:07,,,793,3.89,,,,,,7.96,,,,,27.33,,,
AH80952,Barton Pond Site 2 - Depth: 18 Ft,7/7/2021 11:07,,,791,2.72,,,,,,7.75,,,,,25.8,,,
AH80953,Barton Pond Site 2 - Depth: 15 Ft,7/7/2021 11:07,,,792,3.31,,,,,,7.85,,,,,26.46,,,
AH80954,Barton Pond Site 2 - Depth: 12 Ft,7/7/2021 11:07,,,792,3.53,,,,,,7.88,,,,,26.79,,,
AH80955,Barton Pond Site 1 Surface,7/7/2021 11:44,,,794,4,,,,,,7.98,,,,,27.6,,,
AH80956,Barton Pond Site 1 - Depth: 9 Ft,7/7/2021 11:44,,,793,3.78,,,,,,7.9,,,,,26.83,,,
AH80957,Barton Pond Site 1 - Depth: 6 Ft,7/7/2021 11:44,,,793,3.81,,,,,,7.89,,,,,26.82,,,
AH80958,Barton Pond Site 1 - Depth: 3 Ft,7/7/2021 11:44,,,794,3.88,,,,,,7.95,,,,,27.56,,,
AH80959,Barton Pond Site 1 - Depth: 24 Ft,7/7/2021 11:44,,,788,2.33,,,,,,7.64,,,,,25.5,,,
AH80960,Barton Pond Site 1 - Depth: 21 Ft,7/7/2021 11:44,,,789,2.68,,,,,,7.67,,,,,25.62,,,
AH80961,Barton Pond Site 1 - Depth: 18 Ft,7/7/2021 11:44,,,792,3.05,,,,,,7.72,,,,,25.93,,,
AH80962,Barton Pond Site 1 - Depth: 15 Ft,7/7/2021 11:44,,,793,3.74,,,,,,7.88,,,,,26.78,,,
AH80963,Barton Pond Site 1 - Depth: 12 Ft,7/7/2021 11:44,,,792,3.63,,,,,,7.89,,,,,26.81,,,
AH84932,Barton Pond Site 3 Surface,7/21/2021 11:17,Breezy. Sunny.,0.0411,730,3.44,,47.1,83.1,0.4,<10,8.05,,,<0.05,4.83,24.87,>2419.6,1.4,0.2773
AH84933,Barton Pond Site 3 - Depth: 6 Ft,7/21/2021 11:17,,,732,2.83,,,,,,7.93,,,,,24.07,,,
AH84934,Barton Pond Site 3 - Depth: 3 Ft,7/21/2021 11:17,,,732,2.94,,,,,,7.93,,,,,24.31,,,
AH84935,Barton Pond Site 2 Surface,7/21/2021 10:53,Breezy. Sunny.,0.0384,719,3.44,,72.3,62.4,0.4,<10,7.94,,,<0.05,4.5,25.03,>2419.6,2.2,0.291
AH84936,Barton Pond Site 2 - Depth: 9 Ft,7/21/2021 10:53,,,720,3.39,,,,,,7.99,,,,,24.9,,,
AH84937,Barton Pond Site 2 - Depth: 6 Ft,7/21/2021 10:53,,,720,3.41,,,,,,7.99,,,,,24.97,,,
AH84938,Barton Pond Site 2 - Depth: 3 Ft,7/21/2021 10:53,,,720,3.52,,,,,,7.98,,,,,25.02,,,
AH84939,Barton Pond Site 2 - Depth: 21 Ft,7/21/2021 10:53,,,699,1.15,,,,,,7.63,,,,,23.7,,,
AH84940,Barton Pond Site 2 - Depth: 18 Ft,7/21/2021 10:53,,,714,3.2,,,,,,7.92,,,,,21.61,,,
AH84941,Barton Pond Site 2 - Depth: 15 Ft,7/21/2021 10:53,,,719,3.48,,,,,,7.97,,,,,24.87,,,
AH84942,Barton Pond Site 2 - Depth: 12 Ft,7/21/2021 10:53,,,719,3.32,,,,,,7.98,,,,,24.86,,,
AH84943,Barton Pond Site 1 Surface,7/21/2021 10:25,,,719,3.47,,75.9,56,,,7.97,,,,,24.89,>2419.6,,
AH84944,Barton Pond Site 1 - Depth: 9 Ft,7/21/2021 10:25,,,719,3.38,,,,,,8.02,,,,,24.9,,,
AH84945,Barton Pond Site 1 - Depth: 6 Ft,7/21/2021 10:25,,,719,3.52,,,,,,8.04,,,,,24.9,,,
AH84946,Barton Pond Site 1 - Depth: 3 Ft,7/21/2021 10:25,,,717,3.4,,,,,,8.02,,,,,24.78,,,
AH84947,Barton Pond Site 1 - Depth: 24 Ft,7/21/2021 10:25,,,706,2.9,,,,,,7.79,,,,,24.32,,,
AH84948,Barton Pond Site 1 - Depth: 21 Ft,7/21/2021 10:25,,,719,3.55,,,,,,7.97,,,,,24.88,,,
AH84949,Barton Pond Site 1 - Depth: 18 Ft,7/21/2021 10:25,,,719,3.56,,,,,,7.98,,,,,24.91,,,
AH84950,Barton Pond Site 1 - Depth: 15 Ft,7/21/2021 10:25,,,719,3.69,,,,,,8,,,,,24.91,,,
AH84951,Barton Pond Site 1 - Depth: 12 Ft,7/21/2021 10:25,,,719,3.32,,,,,,8.02,,,,,24.86,,,
AH84953,"Barton Pond Site 1 Composite Depths (36"" Pipe Intake)",7/21/2021 10:25,"Breezy. Sunny. Lots of weeds and algae collecting near site. Around 10 feet depth, strong undertow caused the sampler to break. Composite sample is only surface and 6 feet depth.",0.0447,,,,,,0.5,<10,,,,<0.05,2.83,,,4.2,0.2903
AH92605,Barton Pond Site 3 Composite Depths (HuronRiver//BartonPond),8/16/2021 11:55,"Partly cloudy, calm, slight breeze",0.036,,,,,,0.3,<10,,,<0.05,<0.05,3.17,,,8.4,0.2687
AH92606,"Barton Pond Site 2 Composite Depths (20"" Pipe Intake)",8/16/2021 11:22,"Partly cloudy, calm, slight breeze",0.0395,,,,,,0.3,<10,,,<0.05,<0.05,6,,,3.6,0.283
AH92607,"Barton Pond Site 1 Composite Depths (36"" Pipe Intake)",8/16/2021 10:52,"Partly cloudy, calm, slight breeze",0.0441,,,,,,0.3,<10,,,<0.05,<0.05,5.75,,,3.2,0.285
AH92608,Barton Pond Site 3 Surface,8/16/2021 11:55,,,725,4.6,,78,200.5,,,7.8,,,,,23.16,>2419.6,,
AH92610,Barton Pond Site 3 - Depth: 6 Ft,8/16/2021 11:55,,,725,4.56,,,,,,7.77,,,,,23.25,,,
AH92611,Barton Pond Site 3 - Depth: 3 Ft,8/16/2021 11:55,,,725,4.56,,,,,,7.77,,,,,23.27,,,
AH92612,Barton Pond Site 2 Surface,8/16/2021 11:22,,,706,4.98,,25,50.4,,,7.84,,,,,24.24,>2419.6,,
AH92613,Barton Pond Site 2 - Depth: 6 Ft,8/16/2021 11:22,,,708,4.7,,,,,,7.79,,,,,24.05,,,
AH92614,Barton Pond Site 2 - Depth: 3 Ft,8/16/2021 11:22,,,707,4.9,,,,,,7.85,,,,,24.14,,,
AH92615,Barton Pond Site 2 - Depth: 21 Ft,8/16/2021 11:22,,,702,3.39,,,,,,7.27,,,,,23.36,,,
AH92616,Barton Pond Site 2 - Depth: 18 Ft,8/16/2021 11:22,,,707,4.45,,,,,,7.72,,,,,23.87,,,
AH92617,Barton Pond Site 2 - Depth: 15 Ft,8/16/2021 11:22,,,707,4.51,,,,,,7.73,,,,,24.89,,,
AH92618,Barton Pond Site 2 - Depth: 12 Ft,8/16/2021 11:22,,,706,4.7,,,,,,7.73,,,,,23.92,,,
AH92619,Barton Pond Site 1 Surface,8/16/2021 10:52,,,703,4.32,,30.9,45.3,,,7.78,,,,,24.15,1986.3,,
