Sample ID,Location description,Collection Date/Time,!OBS_BARTON_PND,AMMONIA,COND_FIELD,DO_FIELD,DPTH_MSRMNT_TKN,ECOLI_MPN,ENTERO_MPN,NITRATE,NITRITE PH,PH_FIELD,PHOS_META,PHOS_ORTHO,PHOS_TOTAL,SECCI_DEPTH,TEMP_C_FIELD,TOTAL_COLI_MPN,TSS,UV254
AE85759,site 2,8/1/2018 10:37,,,828.0,7.3,,,,,,7.93,,,,,23.1,,,
AE85760,site 2,8/1/2018 10:37,,,828.0,6.73,,,,,,7.93,,,,,23.1,,,
AE85761,site 2,8/1/2018 10:37,,,842.0,4.07,,,,,,7.87,,,,,22.9,,,
AE85763,site 3,8/1/2018 10:54,,,828.0,5.88,,,,,,7.85,,,,,22.1,,,
AE85764,site 3,8/1/2018 10:54,,,829.0,6.57,,,,,,7.87,,,,,22.0,,,
AE85765,site 3,8/1/2018 10:54,,,829.0,,,,,,,7.9,,,,,21.8,,,
AE89481,site 1,8/15/2018 9:32,,,812.0,7.8,,,,,,7.68,,,,,25.8,,,
AE89482,site 1,8/15/2018 9:32,,,813.0,7.51,,,,,,7.79,,,,,25.8,,,
AE89483,site 1,8/15/2018 9:32,,,813.0,7.2,,,,,,7.88,,,,,25.8,,,
AE89484,site 1,8/15/2018 9:32,,,813.0,7.7,,,,,,7.95,,,,,25.8,,,
AE89485,site 1,8/15/2018 9:32,,,820.0,5.21,,,,,,7.89,,,,,25.1,,,
AE89486,site 1,8/15/2018 9:32,,,821.0,3.47,,,,,,7.8,,,,,24.6,,,
AE89487,site 1,8/15/2018 9:32,,,823.0,2.14,,,,,,7.73,,,,,24.4,,,
AE89488,site 1,8/15/2018 9:32,,,824.0,0.84,,,,,,7.68,,,,,24.1,,,
AE89489,site 2,8/15/2018 10:18,,,812.0,9.12,,,,,,8.06,,,,,26.0,,,
AE89490,site 2,8/15/2018 10:18,,,812.0,9.12,,,,,,8.09,,,,,25.8,,,
AE89491,site 2,8/15/2018 10:18,,,814.0,8.69,,,,,,8.1,,,,,25.7,,,
AE89492,site 2,8/15/2018 10:18,,,820.0,7.77,,,,,,8.07,,,,,25.4,,,
AE89493,site 2,8/15/2018 10:18,,,824.0,3.6,,,,,,7.96,,,,,24.7,,,
AE89494,site 2,8/15/2018 10:18,,,828.0,0.0,,,,,,7.78,,,,,23.5,,,
AE89495,site 2,8/15/2018 10:18,,,857.0,0.0,,,,,,7.64,,,,,22.2,,,
AE89496,site 2,8/15/2018 10:18,,,878.0,0.0,,,,,,7.59,,,,,21.2,,,
AE89498,site 3,8/15/2018 10:37,,,821.0,7.83,,,,,,8.02,,,,,25.7,,,
AE89499,site 3,8/15/2018 10:37,,,822.0,6.92,,,,,,8.0,,,,,25.4,,,
AE89500,site 3,8/15/2018 10:37,,,819.0,6.31,,,,,,7.99,,,,,25.2,,,
AE89501,site 3,8/15/2018 10:37,,,815.0,3.56,,,,,,7.93,,,,,25.0,,,
AE92921,site 1,8/28/2018 13:04,,,801.0,6.55,,,,,,7.51,,,,,24.7,,,
AE92922,site 1,8/28/2018 13:04,,,798.0,6.52,,,,,,7.62,,,,,24.7,,,
AE92923,site 1,8/28/2018 13:04,,,799.0,5.36,,,,,,7.68,,,,,24.4,,,
AE92924,site 1,8/28/2018 13:04,,,806.0,4.7,,,,,,7.66,,,,,22.5,,,
AE92925,site 1,8/28/2018 13:04,,,806.0,4.69,,,,,,7.63,,,,,22.4,,,
AE92926,site 1,8/28/2018 13:04,,,808.0,4.35,,,,,,7.64,,,,,22.2,,,
AE92927,site 1,8/28/2018 13:04,,,808.0,4.22,,,,,,7.65,,,,,22.1,,,
AE92928,site 1,8/28/2018 13:04,,,809.0,3.75,,,,,,7.65,,,,,22.1,,,
AE92930,site 2,8/28/2018 13:38,,,797.0,8.83,,,,,,8.06,,,,,24.9,,,
AE92931,site 2,8/28/2018 13:38,,,798.0,8.87,,,,,,8.14,,,,,24.8,,,
AE92932,site 2,8/28/2018 13:38,,,802.0,8.57,,,,,,8.12,,,,,24.5,,,
AE92933,site 2,8/28/2018 13:38,,,805.0,5.56,,,,,,8.02,,,,,22.8,,,
AE92934,site 2,8/28/2018 13:38,,,808.0,4.15,,,,,,7.94,,,,,22.3,,,
AE92935,site 2,8/28/2018 13:38,,,808.0,3.6,,,,,,7.9,,,,,22.1,,,
AE92939,site 3,8/28/2018 13:57,,,797.0,6.4,,,,,,8.08,,,,,25.7,,,
AE92940,site 3,8/28/2018 13:57,,,797.0,6.17,,,,,,8.08,,,,,25.7,,,
AE92941,site 3,8/28/2018 13:57,,,799.0,5.44,,,,,,7.99,,,,,25.1,,,
AE96838,site 1,9/12/2018 10:32,,,817.0,5.96,,,,,,,,,,,19.8,,,
AE96839,site 1,9/12/2018 10:32,,,817.0,4.58,,,,,,,,,,,19.7,,,
AE96840,site 1,9/12/2018 10:32,,,816.0,5.18,,,,,,,,,,,19.5,,,
AE96841,site 1,9/12/2018 10:32,,,823.0,5.62,,,,,,,,,,,18.4,,,
AE96842,site 1,9/12/2018 10:32,,,826.0,5.53,,,,,,,,,,,18.1,,,
AE96845,site 2,9/12/2018 11:03,,,815.0,6.7,,,,,,,,,,,19.4,,,
AE96846,site 2,9/12/2018 11:03,,,815.0,6.41,,,,,,,,,,,19.4,,,
AE96847,site 2,9/12/2018 11:03,,,825.0,6.32,,,,,,,,,,,18.8,,,
AE96848,site 2,9/12/2018 11:03,,,826.0,5.34,,,,,,,,,,,18.2,,,
AE96849,site 2,9/12/2018 11:03,,,828.0,4.5,,,,,,,,,,,17.9,,,
AE96850,site 2,9/12/2018 11:03,,,824.0,4.4,,,,,,,,,,,18.0,,,
AE96853,site 3,9/12/2018 11:25,,,820.0,6.56,,,,,,,,,,,20.4,,,
AE96854,site 3,9/12/2018 11:25,,,8.22,6.18,,,,,,,,,,,20.1,,,
AE96855,site 3,9/12/2018 11:25,,,824.0,5.85,,,,,,,,,,,19.5,,,
AF00654,site 1,9/27/2018 10:10,,,874.0,6.89,,,,,,,,,,,19.2,,,
AF00655,site 1,9/27/2018 10:10,,,789.0,7.48,,,,,,,,,,,19.3,,,
AF00656,site 1,9/27/2018 10:10,,,744.0,7.7,,,,,,,,,,,19.3,,,
AF00657,site 1,9/27/2018 10:10,,,816.0,7.52,,,,,,,,,,,19.3,,,
AF00658,site 1,9/27/2018 10:10,,,790.0,7.3,,,,,,,,,,,19.3,,,
AF00659,site 1,9/27/2018 10:10,,,790.0,6.74,,,,,,,,,,,19.3,,,
AF00660,site 1,9/27/2018 10:10,,,789.0,6.49,,,,,,,,,,,19.3,,,
AF00661,site 1,9/27/2018 10:10,,,789.0,7.83,,,,,,,,,,,19.2,,,
AF00662,site 1,9/27/2018 10:10,,,782.0,8.2,,,,,,,,,,,19.1,,,
AF00664,site 2,9/27/2018 10:35,,,705.0,9.02,,,,,,,,,,,19.4,,,
AF00665,site 2,9/27/2018 10:35,,,849.0,8.24,,,,,,,,,,,19.4,,,
AF00666,site 2,9/27/2018 10:35,,,779.0,8.46,,,,,,,,,,,19.4,,,
AF00667,site 2,9/27/2018 10:35,,,765.0,8.21,,,,,,,,,,,19.3,,,
AF00668,site 2,9/27/2018 10:35,,,712.0,8.24,,,,,,,,,,,19.3,,,
AF00669,site 2,9/27/2018 10:35,,,799.0,8.02,,,,,,,,,,,19.2,,,
AF00670,site 2,9/27/2018 10:35,,,794.0,7.89,,,,,,,,,,,19.2,,,
AF00672,site 3,9/27/2018 10:50,,,732.0,8.01,,,,,,,,,,,18.3,,,
AF00673,site 3,9/27/2018 10:50,,,870.0,8.01,,,,,,,,,,,18.3,,,
AF00674,site 3,9/27/2018 10:50,,,760.0,7.7,,,,,,,,,,,18.3,,,
